Waypoint_Timestamp_ns,AI_Inference_Latency_ms
1761115540880358015,1576.50
1761115540914580827,1558.86
1761115541042402926,1630.13
1761115541173895507,1709.54
1761115541289009635,1740.85
1761115541543966417,1298.25
1761115541556785056,1944.45
1761115541910259537,2010.46
1761115542077915626,1108.44
1761115542468783216,1241.14
1761115542542399456,1514.41
1761115542571236649,1226.61
1761115542784110700,1474.62
