waypoint_id,wp_publish_ns,wp_received_ns,wp_received_latency_ms,px4_response_ns,wp_to_px4_ms,total_end_to_end_ms
0,1761112308460839814,1761112308466033629,5.19,,,
0,1761112308460839814,1761112308466033629,5.19,1761112308487278300,26.44,N/A
0,1761112308627442789,1761112308645859601,18.42,,,
0,1761112308627442789,1761112308645859601,18.42,1761112308677330094,49.89,N/A
0,1761112308823219160,1761112308828884999,5.67,,,
0,1761112308823219160,1761112308828884999,5.67,1761112308849261472,26.04,N/A
0,1761112309012044374,1761112309024342702,12.30,,,
0,1761112309012044374,1761112309024342702,12.30,1761112309046777898,34.73,N/A
0,1761112309268054576,1761112309285909748,17.86,,,
0,1761112309268054576,1761112309285909748,17.86,1761112309306859099,38.80,N/A
0,1761112309514335686,1761112309530254437,15.92,,,
0,1761112309514335686,1761112309530254437,15.92,1761112309561470651,47.13,N/A
0,1761112309730659147,1761112309736661737,6.00,,,
0,1761112309730659147,1761112309736661737,6.00,1761112309769008391,38.35,N/A
0,1761112309929030048,1761112309936586769,7.56,,,
0,1761112309929030048,1761112309936586769,7.56,1761112309938193131,9.16,N/A
0,1761112310156615019,1761112310164409929,7.79,,,
0,1761112310156615019,1761112310164409929,7.79,1761112310206503490,49.89,N/A
0,1761112310459340156,1761112310467121673,7.78,,,
0,1761112310459340156,1761112310467121673,7.78,1761112310493945967,34.61,N/A
0,1761112310751821977,1761112310753062988,1.24,,,
0,1761112310751821977,1761112310753062988,1.24,1761112310785652627,33.83,N/A
0,1761112310975680662,1761112310978690633,3.01,,,
0,1761112310975680662,1761112310978690633,3.01,1761112311019317344,43.64,N/A
0,1761112311184911240,1761112311187647881,2.74,,,
0,1761112311184911240,1761112311187647881,2.74,1761112311203012765,18.10,N/A
0,1761112311385342969,1761112311387871446,2.53,,,
0,1761112311385342969,1761112311387871446,2.53,1761112311444664832,59.32,N/A
0,1761112311564602481,1761112311566405301,1.80,,,
0,1761112311564602481,1761112311566405301,1.80,1761112311591797397,27.19,N/A
0,1761112311761645610,1761112311769960556,8.31,,,
0,1761112311761645610,1761112311769960556,8.31,1761112311775588079,13.94,N/A
0,1761112311973800134,1761112311980433968,6.63,,,
0,1761112311973800134,1761112311980433968,6.63,1761112311983357913,9.56,N/A
0,1761112312191457427,1761112312206606723,15.15,,,
0,1761112312191457427,1761112312206606723,15.15,1761112312248617591,57.16,N/A
0,1761112312389129617,1761112312393572073,4.44,,,
0,1761112312389129617,1761112312393572073,4.44,1761112312399925159,10.80,N/A
0,1761112312590551551,1761112312592770427,2.22,,,
0,1761112312590551551,1761112312592770427,2.22,1761112312608186869,17.64,N/A
0,1761112312794713054,1761112312798360538,3.65,,,
0,1761112312794713054,1761112312798360538,3.65,1761112312841652968,46.94,N/A
0,1761112312996997612,1761112313003657351,6.66,,,
0,1761112312996997612,1761112313003657351,6.66,1761112313030180134,33.18,N/A
0,1761112313210053983,1761112313215399431,5.35,,,
0,1761112313210053983,1761112313215399431,5.35,1761112313258573935,48.52,N/A
0,1761112313474306691,1761112313483393465,9.09,,,
0,1761112313474306691,1761112313483393465,9.09,1761112313492251483,17.94,N/A
0,1761112313774502857,1761112313777750226,3.25,,,
0,1761112313774502857,1761112313777750226,3.25,1761112313809720222,35.22,N/A
0,1761112314027342348,1761112314042495543,15.15,,,
0,1761112314027342348,1761112314042495543,15.15,1761112314170604598,143.26,N/A
0,1761112314245241436,1761112314246721272,1.48,,,
0,1761112314245241436,1761112314246721272,1.48,1761112314262377008,17.14,N/A
0,1761112314459262671,1761112314472556310,13.29,,,
0,1761112314459262671,1761112314472556310,13.29,1761112314491286719,32.02,N/A
0,1761112314652950511,1761112314657261520,4.31,,,
0,1761112314652950511,1761112314657261520,4.31,1761112314686658433,33.71,N/A
0,1761112314959173113,1761112314971095810,11.92,,,
0,1761112314959173113,1761112314971095810,11.92,1761112315091812686,132.64,N/A
0,1761112315201700059,1761112315203643189,1.94,,,
0,1761112315201700059,1761112315203643189,1.94,1761112315220066146,18.37,N/A
0,1761112315437540691,1761112315449729890,12.19,,,
0,1761112315437540691,1761112315449729890,12.19,1761112315451914364,14.37,N/A
0,1761112315652900572,1761112315657595784,4.70,,,
0,1761112315652900572,1761112315657595784,4.70,1761112315697977483,45.08,N/A
0,1761112315891605145,1761112315893025115,1.42,,,
0,1761112315891605145,1761112315893025115,1.42,1761112315916205898,24.60,N/A
0,1761112316105294532,1761112316106475802,1.18,,,
0,1761112316105294532,1761112316106475802,1.18,1761112316125847314,20.55,N/A
0,1761112316341376911,1761112316350622443,9.25,,,
0,1761112316341376911,1761112316350622443,9.25,1761112316474130159,132.75,N/A
0,1761112316548602997,1761112316558764468,10.16,,,
0,1761112316548602997,1761112316558764468,10.16,1761112316667342055,118.74,N/A
0,1761112316867525958,1761112316888265716,20.74,,,
0,1761112316867525958,1761112316888265716,20.74,1761112316898095019,30.57,N/A
0,1761112317228707393,1761112317254667136,25.96,,,
0,1761112317228707393,1761112317254667136,25.96,1761112317283614598,54.91,N/A
0,1761112317441414967,1761112317451680127,10.27,,,
0,1761112317441414967,1761112317451680127,10.27,1761112317461068068,19.65,N/A
0,1761112317653994475,1761112317662374276,8.38,,,
0,1761112317653994475,1761112317662374276,8.38,1761112317694796816,40.80,N/A
0,1761112317879515978,1761112317882771084,3.26,,,
0,1761112317879515978,1761112317882771084,3.26,1761112317920927641,41.41,N/A
0,1761112318100709749,1761112318105832752,5.12,,,
0,1761112318100709749,1761112318105832752,5.12,1761112318151005202,50.30,N/A
0,1761112318338309916,1761112318342707277,4.40,,,
0,1761112318338309916,1761112318342707277,4.40,1761112318384018080,45.71,N/A
0,1761112318553815687,1761112318555255304,1.44,,,
0,1761112318553815687,1761112318555255304,1.44,1761112318596946640,43.13,N/A
0,1761112318985385561,1761112318986788908,1.40,,,
0,1761112318985385561,1761112318986788908,1.40,1761112319014655376,29.27,N/A
0,1761112319635915253,1761112319647872067,11.96,,,
0,1761112319635915253,1761112319647872067,11.96,1761112319793030198,157.11,N/A
0,1761112320235303544,1761112320272541691,37.24,,,
0,1761112320235303544,1761112320272541691,37.24,1761112320282519645,47.22,N/A
0,1761112320690866785,1761112320692387696,1.52,,,
0,1761112320690866785,1761112320692387696,1.52,1761112320742757388,51.89,N/A
0,1761112321231550958,1761112321238498839,6.95,,,
0,1761112321231550958,1761112321238498839,6.95,1761112321305895151,74.34,N/A
0,1761112321599964354,1761112321624253397,24.29,,,
0,1761112321599964354,1761112321624253397,24.29,1761112321636529421,36.57,N/A
0,1761112321851972584,1761112321853307299,1.33,,,
0,1761112321851972584,1761112321853307299,1.33,1761112321939830661,87.86,N/A
0,1761112322071686860,1761112322084711012,13.02,,,
0,1761112322071686860,1761112322084711012,13.02,1761112322093640120,21.95,N/A
0,1761112322280600911,1761112322281963081,1.36,,,
0,1761112322280600911,1761112322281963081,1.36,1761112322317571359,36.97,N/A
0,1761112322541143092,1761112322544144494,3.00,,,
0,1761112322541143092,1761112322544144494,3.00,1761112322555709052,14.57,N/A
0,1761112322736154158,1761112322737294414,1.14,,,
0,1761112322736154158,1761112322737294414,1.14,1761112322769728538,33.57,N/A
0,1761112322956338273,1761112322970527839,14.19,,,
0,1761112322956338273,1761112322970527839,14.19,1761112323001533589,45.20,N/A
0,1761112323273680878,1761112323275803017,2.12,,,
0,1761112323273680878,1761112323275803017,2.12,1761112323340477678,66.80,N/A
0,1761112323512543782,1761112323513980280,1.44,,,
0,1761112323512543782,1761112323513980280,1.44,1761112323628216551,115.67,N/A
0,1761112323739710696,1761112323741863130,2.15,,,
0,1761112323932151628,1761112323937907518,5.76,,,
0,1761112323932151628,1761112323937907518,5.76,1761112324047899513,115.75,N/A
0,1761112324275681411,1761112324281769853,6.09,,,
0,1761112324275681411,1761112324281769853,6.09,1761112324306913231,31.23,N/A
0,1761112324555823042,1761112324565817797,9.99,,,
0,1761112324555823042,1761112324565817797,9.99,1761112324587340649,31.52,N/A
0,1761112324749028448,1761112324759296973,10.27,,,
0,1761112324943696076,1761112324954700137,11.00,,,
0,1761112324943696076,1761112324954700137,11.00,1761112325031591417,87.90,N/A
0,1761112325113665453,1761112325123358843,9.69,,,
0,1761112325113665453,1761112325123358843,9.69,1761112325134057784,20.39,N/A
0,1761112325278120095,1761112325298265236,20.15,,,
0,1761112325278120095,1761112325298265236,20.15,1761112325318525819,40.41,N/A
0,1761112325470168084,1761112325472636884,2.47,,,
0,1761112325470168084,1761112325472636884,2.47,1761112325511619264,41.45,N/A
0,1761112325650507955,1761112325651918287,1.41,,,
0,1761112325650507955,1761112325651918287,1.41,1761112325691219810,40.71,N/A
0,1761112325849075035,1761112325851454852,2.38,,,
0,1761112325849075035,1761112325851454852,2.38,1761112325960088315,111.01,N/A
0,1761112326031093940,1761112326041607959,10.51,,,
0,1761112326031093940,1761112326041607959,10.51,1761112326086862495,55.77,N/A
0,1761112326293970926,1761112326313190979,19.22,,,
0,1761112326293970926,1761112326313190979,19.22,1761112326314495080,20.52,N/A
0,1761112326505037885,1761112326506550267,1.51,,,
0,1761112326505037885,1761112326506550267,1.51,1761112326550417245,45.38,N/A
0,1761112326736726060,1761112326741678435,4.95,,,
0,1761112326736726060,1761112326741678435,4.95,1761112326768508068,31.78,N/A
0,1761112326976358452,1761112326978748328,2.39,,,
0,1761112326976358452,1761112326978748328,2.39,1761112326997069482,20.71,N/A
0,1761112327170222868,1761112327176142252,5.92,,,
0,1761112327170222868,1761112327176142252,5.92,1761112327206860318,36.64,N/A
0,1761112327378215704,1761112327379636853,1.42,,,
0,1761112327378215704,1761112327379636853,1.42,1761112327391399800,13.18,N/A
0,1761112327578411955,1761112327582854269,4.44,,,
0,1761112327578411955,1761112327582854269,4.44,1761112327602322244,23.91,N/A
0,1761112327752053018,1761112327753661431,1.61,,,
0,1761112327752053018,1761112327753661431,1.61,1761112327782169549,30.12,N/A
0,1761112327948010689,1761112327949779302,1.77,,,
0,1761112327948010689,1761112327949779302,1.77,1761112327978664414,30.65,N/A
0,1761112328166156916,1761112328182207679,16.05,,,
0,1761112328166156916,1761112328182207679,16.05,1761112328204059183,37.90,N/A
0,1761112328379126254,1761112328382559773,3.43,,,
0,1761112328379126254,1761112328382559773,3.43,1761112328416796571,37.67,N/A
0,1761112328589220604,1761112328598245530,9.02,,,
0,1761112328589220604,1761112328598245530,9.02,1761112328645848277,56.63,N/A
0,1761112328799583929,1761112328800841542,1.26,,,
0,1761112328799583929,1761112328800841542,1.26,1761112328803913405,4.33,N/A
0,1761112329075762588,1761112329088660184,12.90,,,
0,1761112329075762588,1761112329088660184,12.90,1761112329111647025,35.88,N/A
0,1761112329397937937,1761112329412010256,14.07,,,
0,1761112329397937937,1761112329412010256,14.07,1761112329605532504,207.59,N/A
0,1761112329801524917,1761112329805590805,4.07,,,
0,1761112329801524917,1761112329805590805,4.07,1761112329817457818,15.93,N/A
0,1761112330026649315,1761112330030862550,4.21,,,
0,1761112330026649315,1761112330030862550,4.21,1761112330066482636,39.83,N/A
0,1761112330209860254,1761112330215984193,6.12,,,
0,1761112330209860254,1761112330215984193,6.12,1761112330229422271,19.56,N/A
0,1761112330417875020,1761112330432978181,15.10,,,
0,1761112330417875020,1761112330432978181,15.10,1761112330444662288,26.79,N/A
0,1761112330629974460,1761112330643662011,13.69,,,
0,1761112330629974460,1761112330643662011,13.69,1761112330684369805,54.40,N/A
0,1761112330902605254,1761112330908087462,5.48,,,
0,1761112330902605254,1761112330908087462,5.48,1761112330928898343,26.29,N/A
0,1761112331197320617,1761112331198807129,1.49,,,
0,1761112331197320617,1761112331198807129,1.49,1761112331229369847,32.05,N/A
0,1761112331420962886,1761112331423335873,2.37,,,
0,1761112331420962886,1761112331423335873,2.37,1761112331427539528,6.58,N/A
0,1761112331639146923,1761112331657465975,18.32,,,
0,1761112331639146923,1761112331657465975,18.32,1761112331690006922,50.86,N/A
0,1761112331864278937,1761112331869026345,4.75,,,
0,1761112331864278937,1761112331869026345,4.75,1761112331877135592,12.86,N/A
0,1761112332075399191,1761112332076676136,1.28,,,
0,1761112332075399191,1761112332076676136,1.28,1761112332101995080,26.60,N/A
0,1761112332345208423,1761112332362202788,16.99,,,
0,1761112332345208423,1761112332362202788,16.99,1761112332363374690,18.17,N/A
0,1761112332581792254,1761112332588466922,6.67,,,
0,1761112332581792254,1761112332588466922,6.67,1761112332765820196,184.03,N/A
0,1761112332767468410,1761112332768458714,0.99,,,
0,1761112332767468410,1761112332768458714,0.99,1761112332803292218,35.82,N/A
0,1761112332971451975,1761112332976313267,4.86,,,
0,1761112332971451975,1761112332976313267,4.86,1761112332987117772,15.67,N/A
0,1761112333182773949,1761112333193301841,10.53,,,
0,1761112333182773949,1761112333193301841,10.53,1761112333241656193,58.88,N/A
0,1761112333372701928,1761112333374526034,1.82,,,
0,1761112333372701928,1761112333374526034,1.82,1761112333395410145,22.71,N/A
0,1761112333577485757,1761112333579387031,1.90,,,
0,1761112333577485757,1761112333579387031,1.90,1761112333614169630,36.68,N/A
0,1761112333767597701,1761112333768883114,1.29,,,
0,1761112333767597701,1761112333768883114,1.29,1761112333895365874,127.77,N/A
0,1761112333956741740,1761112333958912942,2.17,,,
0,1761112333956741740,1761112333958912942,2.17,1761112333966089054,9.35,N/A
0,1761112334141218822,1761112334145519493,4.30,,,
0,1761112334141218822,1761112334145519493,4.30,1761112334162916093,21.70,N/A
0,1761112334371244180,1761112334393008341,21.76,,,
0,1761112334371244180,1761112334393008341,21.76,1761112334410909707,39.67,N/A
0,1761112334579366180,1761112334599327318,19.96,,,
0,1761112334579366180,1761112334599327318,19.96,1761112334603004618,23.64,N/A
0,1761112334818030345,1761112334843769950,25.74,,,
0,1761112334818030345,1761112334843769950,25.74,1761112334845846291,27.82,N/A
0,1761112335129859807,1761112335142559327,12.70,,,
0,1761112335129859807,1761112335142559327,12.70,1761112335163244920,33.39,N/A
0,1761112335448080121,1761112335457773242,9.69,,,
0,1761112335448080121,1761112335457773242,9.69,1761112335461833767,13.75,N/A
0,1761112335746586792,1761112335749733961,3.15,,,
0,1761112335908156816,1761112335910062408,1.91,,,
0,1761112335908156816,1761112335910062408,1.91,1761112335935327611,27.17,N/A
0,1761112336154795122,1761112336157967657,3.17,,,
0,1761112336154795122,1761112336157967657,3.17,1761112336246407460,91.61,N/A
0,1761112336367759548,1761112336369922343,2.16,,,
0,1761112336529570325,1761112336546744396,17.17,,,
0,1761112336529570325,1761112336546744396,17.17,1761112336651476818,121.91,N/A
0,1761112336843878757,1761112336856919535,13.04,,,
0,1761112336843878757,1761112336856919535,13.04,1761112336879778771,35.90,N/A
0,1761112337045811199,1761112337049229245,3.42,,,
0,1761112337045811199,1761112337049229245,3.42,1761112337084322168,38.51,N/A
0,1761112337252883351,1761112337255246006,2.36,,,
0,1761112337252883351,1761112337255246006,2.36,1761112337265884333,13.00,N/A
0,1761112337445697877,1761112337452198841,6.50,,,
0,1761112337445697877,1761112337452198841,6.50,1761112337472228552,26.53,N/A
0,1761112337641058553,1761112337651503278,10.44,,,
0,1761112337641058553,1761112337651503278,10.44,1761112337676331047,35.27,N/A
0,1761112337868083590,1761112337886791478,18.71,,,
0,1761112337868083590,1761112337886791478,18.71,1761112337912088367,44.00,N/A
0,1761112338087127213,1761112338093089892,5.96,,,
0,1761112338279924910,1761112338283240457,3.32,,,
0,1761112338279924910,1761112338283240457,3.32,1761112338305835373,25.91,N/A
0,1761112338579017818,1761112338594097815,15.08,,,
0,1761112338579017818,1761112338594097815,15.08,1761112338628956329,49.94,N/A
0,1761112338815193705,1761112338826620978,11.43,,,
0,1761112338815193705,1761112338826620978,11.43,1761112338836657706,21.46,N/A
0,1761112339013880011,1761112339030796257,16.92,,,
0,1761112339013880011,1761112339030796257,16.92,1761112339032141405,18.26,N/A
0,1761112339266467339,1761112339268871537,2.40,,,
0,1761112339266467339,1761112339268871537,2.40,1761112339369839135,103.37,N/A
0,1761112339513619438,1761112339517118014,3.50,,,
0,1761112339513619438,1761112339517118014,3.50,1761112339529293785,15.67,N/A
0,1761112339734258057,1761112339743289672,9.03,,,
0,1761112339734258057,1761112339743289672,9.03,1761112339763777661,29.52,N/A
0,1761112339973914713,1761112339979885237,5.97,,,
0,1761112339973914713,1761112339979885237,5.97,1761112340019062621,45.15,N/A
0,1761112340210868345,1761112340223454195,12.59,,,
0,1761112340210868345,1761112340223454195,12.59,1761112340234230087,23.36,N/A
0,1761112340451977005,1761112340453363491,1.39,,,
0,1761112340451977005,1761112340453363491,1.39,1761112340667515547,215.54,N/A
0,1761112340694832316,1761112340704994216,10.16,,,
0,1761112340694832316,1761112340704994216,10.16,1761112340717063073,22.23,N/A
0,1761112340971456910,1761112340979574684,8.12,,,
0,1761112341191636143,1761112341213789624,22.15,,,
0,1761112341191636143,1761112341213789624,22.15,1761112341236019059,44.38,N/A
0,1761112341435020724,1761112341436508172,1.49,,,
0,1761112341435020724,1761112341436508172,1.49,1761112341466557237,31.54,N/A
0,1761112341683260695,1761112341684409789,1.15,,,
0,1761112341683260695,1761112341684409789,1.15,1761112341693067891,9.81,N/A
0,1761112341898353590,1761112341906467283,8.11,,,
0,1761112341898353590,1761112341906467283,8.11,1761112341912196409,13.84,N/A
0,1761112342145725636,1761112342160414530,14.69,,,
0,1761112342145725636,1761112342160414530,14.69,1761112342204929725,59.20,N/A
0,1761112342409427920,1761112342414660217,5.23,,,
0,1761112342409427920,1761112342414660217,5.23,1761112342422557770,13.13,N/A
0,1761112342626596638,1761112342628879692,2.28,,,
0,1761112342626596638,1761112342628879692,2.28,1761112342730479557,103.88,N/A
0,1761112342871010179,1761112342878442841,7.43,,,
0,1761112342871010179,1761112342878442841,7.43,1761112342899801504,28.79,N/A
0,1761112343062814597,1761112343065669583,2.85,,,
0,1761112343062814597,1761112343065669583,2.85,1761112343113897205,51.08,N/A
0,1761112343293783478,1761112343294965895,1.18,,,
0,1761112343293783478,1761112343294965895,1.18,1761112343322167565,28.38,N/A
0,1761112343548646249,1761112343554159655,5.51,,,
0,1761112343548646249,1761112343554159655,5.51,1761112343634323562,85.68,N/A
0,1761112343816084101,1761112343825499416,9.42,,,
0,1761112343816084101,1761112343825499416,9.42,1761112343893917733,77.83,N/A
0,1761112344084115147,1761112344086429169,2.31,,,
0,1761112344084115147,1761112344086429169,2.31,1761112344233677335,149.56,N/A
0,1761112344284706084,1761112344287240467,2.53,,,
0,1761112344284706084,1761112344287240467,2.53,1761112344334878290,50.17,N/A
0,1761112344590160675,1761112344594807307,4.65,,,
0,1761112344590160675,1761112344594807307,4.65,1761112344686998853,96.84,N/A
0,1761112344853714382,1761112344857909075,4.19,,,
0,1761112344853714382,1761112344857909075,4.19,1761112344870529726,16.82,N/A
0,1761112345068551319,1761112345070146496,1.60,,,
0,1761112345068551319,1761112345070146496,1.60,1761112345090092153,21.54,N/A
0,1761112345291177094,1761112345292520416,1.34,,,
0,1761112345291177094,1761112345292520416,1.34,1761112345331003557,39.83,N/A
0,1761112345463116472,1761112345475520610,12.40,,,
0,1761112345463116472,1761112345475520610,12.40,1761112345505660481,42.54,N/A
0,1761112345654707900,1761112345656105455,1.40,,,
0,1761112345654707900,1761112345656105455,1.40,1761112345748335253,93.63,N/A
0,1761112345844145754,1761112345857222543,13.08,,,
0,1761112345844145754,1761112345857222543,13.08,1761112345878066565,33.92,N/A
0,1761112346061483796,1761112346071567739,10.08,,,
0,1761112346061483796,1761112346071567739,10.08,1761112346074798536,13.31,N/A
0,1761112346275278780,1761112346277088956,1.81,,,
0,1761112346275278780,1761112346277088956,1.81,1761112346320608101,45.33,N/A
0,1761112346458922141,1761112346468021565,9.10,,,
0,1761112346458922141,1761112346468021565,9.10,1761112346482008846,23.09,N/A
0,1761112346658940077,1761112346662014788,3.07,,,
0,1761112346658940077,1761112346662014788,3.07,1761112346666182332,7.24,N/A
0,1761112346919217569,1761112346941047397,21.83,,,
0,1761112346919217569,1761112346941047397,21.83,1761112346976400631,57.18,N/A
0,1761112347203075367,1761112347204560066,1.48,,,
0,1761112347203075367,1761112347204560066,1.48,1761112347359697648,156.62,N/A
0,1761112347419189293,1761112347436703366,17.51,,,
0,1761112347419189293,1761112347436703366,17.51,1761112347450217862,31.03,N/A
0,1761112347644814330,1761112347655624026,10.81,,,
0,1761112347644814330,1761112347655624026,10.81,1761112347666624308,21.81,N/A
0,1761112347851677191,1761112347853698792,2.02,,,
0,1761112347851677191,1761112347853698792,2.02,1761112347879335579,27.66,N/A
0,1761112348069617766,1761112348074357805,4.74,,,
0,1761112348069617766,1761112348074357805,4.74,1761112348098180718,28.56,N/A
0,1761112348266114666,1761112348274781484,8.67,,,
0,1761112348266114666,1761112348274781484,8.67,1761112348276934457,10.82,N/A
0,1761112348540674064,1761112348563410087,22.74,,,
0,1761112348540674064,1761112348563410087,22.74,1761112348590882918,50.21,N/A
0,1761112348735944745,1761112348738352517,2.41,,,
0,1761112348735944745,1761112348738352517,2.41,1761112348764693450,28.75,N/A
0,1761112348961096480,1761112348962365635,1.27,,,
0,1761112348961096480,1761112348962365635,1.27,1761112348977514012,16.42,N/A
0,1761112349153292843,1761112349156965503,3.67,,,
0,1761112349153292843,1761112349156965503,3.67,1761112349160211293,6.92,N/A
0,1761112349339673360,1761112349346258052,6.58,,,
0,1761112349339673360,1761112349346258052,6.58,1761112349349032924,9.36,N/A
0,1761112349568587512,1761112349570136640,1.55,,,
0,1761112349568587512,1761112349570136640,1.55,1761112349614285284,45.70,N/A
0,1761112349842323346,1761112349853650853,11.33,,,
0,1761112349842323346,1761112349853650853,11.33,1761112349879262294,36.94,N/A
0,1761112350062979592,1761112350073837634,10.86,,,
0,1761112350062979592,1761112350073837634,10.86,1761112350079316051,16.34,N/A
0,1761112350322566807,1761112350334382841,11.82,,,
0,1761112350322566807,1761112350334382841,11.82,1761112350350100889,27.53,N/A
0,1761112350536934006,1761112350541844411,4.91,,,
0,1761112350536934006,1761112350541844411,4.91,1761112350626193654,89.26,N/A
0,1761112350713964893,1761112350723434253,9.47,,,
0,1761112350713964893,1761112350723434253,9.47,1761112350748757932,34.79,N/A
0,1761112350911101995,1761112350919304648,8.20,,,
0,1761112350911101995,1761112350919304648,8.20,1761112350954315814,43.21,N/A
0,1761112351201808486,1761112351203490488,1.68,,,
0,1761112351201808486,1761112351203490488,1.68,1761112351209286972,7.48,N/A
0,1761112351509788861,1761112351517694822,7.91,,,
0,1761112351509788861,1761112351517694822,7.91,1761112351531329388,21.54,N/A
0,1761112351739930785,1761112351750683541,10.75,,,
0,1761112351739930785,1761112351750683541,10.75,1761112351764099727,24.17,N/A
0,1761112351938280719,1761112351943058793,4.78,,,
0,1761112351938280719,1761112351943058793,4.78,1761112351956711492,18.43,N/A
0,1761112352120741117,1761112352127119029,6.38,,,
0,1761112352120741117,1761112352127119029,6.38,1761112352161018096,40.28,N/A
0,1761112352343751742,1761112352347053721,3.30,,,
0,1761112352343751742,1761112352347053721,3.30,1761112352372433611,28.68,N/A
0,1761112352543523936,1761112352546019185,2.50,,,
0,1761112352543523936,1761112352546019185,2.50,1761112352574276159,30.75,N/A
0,1761112352786587460,1761112352794383170,7.80,,,
0,1761112352786587460,1761112352794383170,7.80,1761112352812563531,25.98,N/A
0,1761112353082638631,1761112353092783498,10.14,,,
0,1761112353082638631,1761112353092783498,10.14,1761112353129322063,46.68,N/A
0,1761112353369670740,1761112353381750201,12.08,,,
0,1761112353369670740,1761112353381750201,12.08,1761112353383670095,14.00,N/A
0,1761112353604915603,1761112353614874180,9.96,,,
0,1761112353604915603,1761112353614874180,9.96,1761112353648550520,43.63,N/A
0,1761112353829480154,1761112353830913530,1.43,,,
0,1761112353829480154,1761112353830913530,1.43,1761112353862469333,32.99,N/A
0,1761112354044926415,1761112354051146445,6.22,,,
0,1761112354044926415,1761112354051146445,6.22,1761112354115528509,70.60,N/A
0,1761112354218286180,1761112354219643251,1.36,,,
0,1761112354218286180,1761112354219643251,1.36,1761112354239010612,20.72,N/A
0,1761112354420968965,1761112354422201499,1.23,,,
0,1761112354420968965,1761112354422201499,1.23,1761112354431789645,10.82,N/A
0,1761112354670656032,1761112354679749848,9.09,,,
0,1761112354670656032,1761112354679749848,9.09,1761112354693972135,23.32,N/A
0,1761112354890639958,1761112354892410911,1.77,,,
0,1761112354890639958,1761112354892410911,1.77,1761112354913675905,23.04,N/A
0,1761112355088760355,1761112355090191235,1.43,,,
0,1761112355088760355,1761112355090191235,1.43,1761112355111192221,22.43,N/A
0,1761112355277464794,1761112355278382921,0.92,,,
0,1761112355277464794,1761112355278382921,0.92,1761112355423064209,145.60,N/A
0,1761112355460918863,1761112355488349267,27.43,,,
0,1761112355460918863,1761112355488349267,27.43,1761112355505535708,44.62,N/A
0,1761112355685572273,1761112355694316817,8.74,,,
0,1761112355685572273,1761112355694316817,8.74,1761112355746971986,61.40,N/A
0,1761112355955615894,1761112355962754148,7.14,,,
0,1761112355955615894,1761112355962754148,7.14,1761112355975213978,19.60,N/A
0,1761112356211278877,1761112356213434856,2.16,,,
0,1761112356211278877,1761112356213434856,2.16,1761112356247660340,36.38,N/A
0,1761112356443794512,1761112356445806404,2.01,,,
0,1761112356443794512,1761112356445806404,2.01,1761112356501706960,57.91,N/A
0,1761112356680762081,1761112356685842253,5.08,,,
0,1761112356680762081,1761112356685842253,5.08,1761112356735080112,54.32,N/A
0,1761112356877789495,1761112356879584751,1.80,,,
0,1761112356877789495,1761112356879584751,1.80,1761112356900504731,22.72,N/A
0,1761112357073323641,1761112357074670659,1.35,,,
0,1761112357073323641,1761112357074670659,1.35,1761112357116533449,43.21,N/A
0,1761112357259140679,1761112357263483615,4.34,,,
0,1761112357259140679,1761112357263483615,4.34,1761112357270902690,11.76,N/A
0,1761112357441986472,1761112357454035100,12.05,,,
0,1761112357441986472,1761112357454035100,12.05,1761112357566282612,124.30,N/A
0,1761112357615193745,1761112357626482278,11.29,,,
0,1761112357615193745,1761112357626482278,11.29,1761112357642889312,27.70,N/A
0,1761112357827965433,1761112357862826406,34.86,,,
0,1761112357827965433,1761112357862826406,34.86,1761112357866035905,38.07,N/A
0,1761112358066909460,1761112358072324079,5.41,,,
0,1761112358066909460,1761112358072324079,5.41,1761112358093527246,26.62,N/A
0,1761112358274734715,1761112358276621334,1.89,,,
0,1761112358274734715,1761112358276621334,1.89,1761112358283759440,9.02,N/A
0,1761112358539287811,1761112358542092170,2.80,,,
0,1761112358539287811,1761112358542092170,2.80,1761112358554598795,15.31,N/A
0,1761112358771526829,1761112358780577591,9.05,,,
0,1761112358771526829,1761112358780577591,9.05,1761112358795799383,24.27,N/A
0,1761112359398577408,1761112359405484663,6.91,,,
0,1761112359398577408,1761112359405484663,6.91,1761112359413668540,15.09,N/A
0,1761112359588095817,1761112359592350890,4.26,,,
0,1761112359588095817,1761112359592350890,4.26,1761112359605852979,17.76,N/A
0,1761112359808416680,1761112359810230387,1.81,,,
0,1761112359808416680,1761112359810230387,1.81,1761112359904087728,95.67,N/A
0,1761112360003178157,1761112360010369840,7.19,,,
0,1761112360003178157,1761112360010369840,7.19,1761112360021873739,18.70,N/A
0,1761112360232511872,1761112360234888918,2.38,,,
0,1761112360232511872,1761112360234888918,2.38,1761112360258926182,26.41,N/A
0,1761112360443357124,1761112360448042360,4.69,,,
0,1761112360443357124,1761112360448042360,4.69,1761112360489965314,46.61,N/A
0,1761112360657301449,1761112360662398964,5.10,,,
0,1761112360657301449,1761112360662398964,5.10,1761112360787378550,130.08,N/A
0,1761112360852744741,1761112360854800812,2.06,,,
0,1761112360852744741,1761112360854800812,2.06,1761112360855891913,3.15,N/A
0,1761112361049516742,1761112361050906573,1.39,,,
0,1761112361049516742,1761112361050906573,1.39,1761112361085586445,36.07,N/A
0,1761112361275464002,1761112361276750477,1.29,,,
