Waypoint_Timestamp_ns,AI_Inference_Latency_ms
1761123641584593582,193.62
1761123641758187709,169.59
1761123641944141095,179.80
1761123642124603651,168.06
1761123642289902728,158.80
1761123642443546558,148.30
1761123642630074589,179.19
1761123642790754257,152.90
1761123642959350515,162.46
1761123643155359771,188.90
1761123643329885943,169.22
1761123643508812839,172.01
1761123643694284090,177.13
1761123643934206474,228.65
1761123644242072729,302.37
1761123644490728505,227.53
1761123644693980653,191.45
1761123644856303848,156.73
1761123645039593121,173.32
1761123645235681735,189.18
1761123645395550303,153.19
1761123645549999633,149.09
1761123645725373210,168.24
1761123645907152937,176.40
1761123646090773321,175.61
1761123646294857852,198.37
1761123646523934505,216.97
1761123646733702903,203.64
1761123646946578483,204.39
1761123647165861019,212.66
1761123647421319422,246.84
1761123647657793822,222.75
1761123647829956145,165.04
1761123648027480512,189.89
1761123648208087388,174.46
1761123648378129286,162.94
1761123648540740332,157.21
1761123648725925533,177.59
1761123648903843697,170.41
1761123649120693035,211.09
1761123649305914974,168.56
1761123649482949259,168.32
1761123649669834259,176.95
1761123649890955506,213.88
1761123650164088590,263.93
1761123650366208275,189.11
1761123650559488366,187.14
1761123650719325323,154.16
1761123650901682231,173.76
1761123651094513403,184.19
1761123651313429821,211.31
1761123651507764869,179.73
1761123651697130888,181.25
1761123651880101244,176.00
1761123652072159913,185.71
1761123652248188466,170.37
1761123652425018079,169.51
1761123652644708506,212.99
1761123652863682966,204.86
1761123653097302920,227.91
1761123653308797903,196.36
1761123653486422799,160.86
1761123653661641277,168.18
1761123653808269003,137.49
1761123653975176376,159.61
1761123654157315961,177.18
1761123654316895054,153.49
1761123654488305175,165.61
1761123654671316844,174.78
1761123654856353971,176.52
1761123655065055412,191.87
1761123655268238987,196.33
1761123655430407360,152.62
1761123655625151398,189.05
1761123655805058057,172.64
1761123655993069852,180.44
1761123656218742907,212.17
1761123656439019320,208.21
1761123656629280581,185.24
1761123656809390330,171.84
1761123656971364743,153.53
1761123657121539605,144.95
1761123657269332464,142.75
1761123657415363760,139.09
1761123657601387770,179.11
1761123657781490495,172.92
1761123657951235360,160.63
1761123658127888454,172.85
1761123658293905939,158.75
1761123658514725079,212.89
1761123658753364690,225.91
1761123658953396131,191.29
1761123659183443596,223.95
1761123659415125130,224.63
1761123659567299023,143.42
1761123659741781370,167.64
1761123659900661200,152.01
1761123660093759758,185.80
1761123660254679751,153.62
1761123660418635857,159.17
1761123660579593724,154.92
1761123660737558892,148.17
1761123660917023978,167.06
1761123661083029805,158.21
1761123661250157786,160.41
1761123661437945241,180.86
1761123661648932840,193.43
1761123661862643595,201.81
1761123662084127978,212.47
1761123662283030760,194.05
1761123662476772823,184.86
1761123662664578338,177.42
1761123662861637504,190.86
1761123663016447791,144.19
1761123663200966300,174.60
1761123663390929065,182.18
1761123663588849303,185.77
1761123663784167587,186.45
1761123663972309235,180.80
1761123664173934772,188.22
1761123664335186974,148.48
1761123664549507700,206.99
1761123664781070596,218.40
1761123664994093049,201.25
1761123665177893575,177.08
1761123665368225994,180.99
1761123665553289243,174.95
1761123665735092631,166.01
1761123665907286405,168.20
1761123666059945389,143.92
1761123666227975796,161.34
1761123666415217571,180.74
1761123666604053863,184.63
1761123666797757392,188.09
1761123666990627097,184.40
1761123667175297947,174.77
1761123667386897790,202.34
1761123667636835949,233.96
1761123667874318451,229.48
1761123668101014363,218.75
1761123668315319539,196.26
1761123668484606774,162.50
1761123668649879274,160.05
1761123668823530417,167.00
1761123668993759207,162.35
1761123669159000071,158.31
1761123669329972509,164.45
1761123669515461968,179.02
1761123669682942698,159.50
1761123669855650342,166.92
1761123670003139187,143.05
1761123670154470778,145.95
1761123670307446419,148.04
1761123670538987987,219.64
1761123670751133234,200.41
1761123670978785396,221.60
1761123671191526685,200.80
1761123671395334737,188.96
1761123671575383118,172.37
1761123671754979158,172.89
1761123671915234015,150.45
1761123672088725985,168.15
1761123672247820244,152.45
1761123672426671721,171.93
1761123672617497274,184.08
1761123672772390770,148.84
1761123672951176311,172.68
1761123673135561619,171.16
1761123673351940655,209.76
1761123673578919894,214.24
1761123673812722138,222.39
1761123674046804178,226.65
1761123674255362079,199.66
1761123674411210220,148.43
1761123674574939215,157.11
1761123674757972888,174.81
1761123674933981670,170.37
1761123675106294391,167.28
1761123675312559046,198.83
1761123675498060707,181.03
1761123675679060823,176.48
1761123675862814521,178.54
1761123676048249473,177.83
1761123676217774953,164.43
1761123676441470517,211.50
1761123676601014704,151.70
1761123676810194986,203.06
1761123677011304284,186.81
1761123677221258676,198.49
1761123677418145959,188.42
1761123677587233888,164.60
1761123677740275959,145.35
1761123677920987162,173.94
1761123678117118591,188.50
1761123678313050596,190.01
1761123678493357341,170.36
1761123678663869743,165.49
1761123678840907441,164.74
1761123679036311850,190.12
1761123679234335016,194.28
1761123679465431948,219.10
1761123679715963886,243.23
1761123679958515195,233.03
1761123680181725857,214.68
1761123680371036310,179.03
1761123680548937664,167.05
1761123680735085864,180.26
1761123680917607523,168.51
1761123681105844266,175.44
1761123681277750888,165.01
1761123681468792671,185.07
1761123681658354552,183.00
1761123681836657405,170.53
1761123681996866583,154.03
1761123682157938445,155.76
1761123682372190017,207.55
1761123682595934559,213.82
1761123682800075010,198.20
1761123682972580405,166.68
1761123683155827391,169.56
1761123683349272094,186.47
1761123683529609514,169.99
1761123683725485586,188.13
1761123683869179901,138.28
1761123684038692634,163.92
1761123684210568742,165.31
1761123684400556395,181.43
1761123684589457748,180.07
1761123684767964485,173.33
1761123684915121432,138.31
1761123685091526043,170.11
1761123685321883543,221.95
1761123685551278145,220.85
1761123685750628909,194.02
1761123686041513956,281.63
1761123686270795276,219.74
1761123686471022685,193.09
1761123686667114236,189.14
1761123686856532153,179.23
1761123687035881492,170.95
1761123687258703662,210.82
1761123687460269217,194.04
1761123687637566449,169.99
1761123687829191932,183.89
1761123688009871156,174.95
1761123688184418206,169.20
1761123688393321110,201.94
1761123688623959716,219.22
1761123688837487626,204.25
1761123689042792450,189.24
1761123689219136329,169.58
1761123689385850863,158.53
1761123689560793448,167.47
1761123689733772280,166.71
1761123689883492276,142.80
1761123690064744459,173.98
1761123690246050728,177.02
1761123690434464966,181.98
1761123690607503344,167.18
1761123690775873610,159.62
1761123690926509499,143.33
1761123691101474877,169.29
1761123691414568848,304.30
1761123691625781086,199.07
1761123691856772184,220.73
1761123692077410394,212.30
1761123692290651364,204.17
1761123692460483752,162.30
1761123692637325975,166.23
1761123692823902623,179.11
1761123692996938376,167.35
1761123693160310108,151.72
1761123693341054962,173.80
1761123693544873288,197.58
1761123693727301013,175.53
1761123693887449854,154.15
1761123694055028706,162.07
1761123694242616472,179.92
1761123694467460531,216.62
1761123694652542079,174.95
1761123694873666559,213.02
1761123695107439026,227.80
1761123695313485045,198.42
1761123695517399823,192.14
1761123695708829040,182.60
1761123695903713368,185.74
1761123696088249697,172.52
1761123696261784409,165.88
1761123696439695731,171.62
1761123696623354065,173.09
1761123696803472429,164.86
1761123696983336945,165.95
1761123697161106093,164.27
1761123697356377170,186.81
1761123697534346267,170.70
1761123697744816057,204.86
1761123698029627009,279.11
1761123698266975917,226.00
1761123698456305918,181.19
1761123698607834590,144.71
1761123698758019150,144.58
1761123698930113217,164.11
1761123699089504332,153.24
1761123699288864795,192.74
1761123699491334544,194.41
1761123699694172500,193.67
1761123699893417646,193.06
1761123700081955402,181.92
1761123700288292204,199.29
1761123700480345936,185.58
1761123700697834539,206.39
1761123700897688058,190.85
1761123701073873744,165.44
1761123701247101440,166.31
1761123701424939326,169.00
1761123701602738846,173.14
1761123701775202131,161.92
1761123701946081808,163.21
1761123702121532804,168.28
1761123702269698014,142.47
1761123702458395701,183.00
1761123702639335336,172.71
1761123702813708284,168.54
1761123702996377153,175.65
1761123703276063471,267.82
1761123703546131211,259.21
1761123703765059528,204.74
1761123703975008312,196.57
1761123704177609831,196.37
1761123704357184326,171.14
1761123704556228257,190.79
1761123704740376832,177.75
1761123704897585933,152.11
1761123705062865665,159.43
1761123705251330859,177.16
1761123705421010005,163.02
1761123705588252197,161.21
1761123705759353026,163.94
1761123705958336779,187.13
1761123706205814089,231.59
1761123706442984337,228.70
1761123706702476065,245.50
1761123706907463884,192.90
1761123707080094551,160.78
1761123707262328122,172.62
1761123707450300359,180.91
1761123707630340222,173.15
1761123707815141424,178.80
1761123707977313981,156.96
1761123708147871939,165.00
1761123708329875789,175.15
1761123708510898067,174.36
1761123708693545602,173.97
1761123708897442490,186.91
1761123709101432399,194.79
1761123709352303962,242.70
1761123709572345565,212.42
1761123709783310807,198.89
1761123709953193568,157.66
1761123710131803588,173.66
1761123710349170264,206.75
1761123710582484056,225.67
1761123710792889837,199.74
1761123710986971480,187.26
1761123711210057975,210.59
1761123711472030602,248.98
1761123711715696626,230.53
1761123712008384309,284.96
1761123712302922670,282.36
1761123712625158336,314.86
1761123712835840058,193.83
1761123713006073095,163.17
1761123713192910374,174.93
1761123713350036182,149.99
1761123713530789809,173.99
1761123713678007094,142.61
1761123713841334692,155.20
1761123714000230852,150.28
1761123714168898819,161.44
1761123714393148808,215.26
1761123714680322901,277.74
1761123714969806519,266.38
1761123715260715030,272.47
1761123715572303179,299.52
1761123715831447919,232.94
1761123716260206201,423.79
1761123716802455486,525.05
1761123717115326066,294.85
1761123717260199917,140.46
1761123717453516490,186.94
1761123717641228894,178.31
1761123717830629931,182.32
1761123717991436026,150.76
1761123718163252686,164.91
1761123718549113662,377.10
1761123718874716120,310.56
1761123719120818525,232.86
1761123719381737271,247.86
1761123719697854551,309.78
1761123720133752386,420.92
1761123720534719326,374.24
1761123720779602599,230.21
1761123720973126385,185.35
1761123721171334503,193.01
1761123721400962608,197.23
1761123721663562804,256.26
1761123721962260309,287.44
1761123722186581946,216.03
1761123722382024893,188.76
1761123722597813266,211.45
1761123722818566680,210.12
1761123722993332685,167.31
1761123723153751740,150.37
1761123723337952255,179.00
1761123723515472363,173.00
1761123723704929113,183.48
1761123723916305333,204.24
1761123724116724749,194.06
1761123724351173786,227.87
1761123724596415977,240.39
1761123724838372680,227.95
1761123725150665085,305.50
1761123725434426883,276.74
1761123725695221040,252.21
1761123725884268971,182.44
1761123726030476694,142.12
1761123726196669202,160.43
1761123726349839558,148.03
1761123726532183707,172.50
1761123726691162723,152.25
1761123726844712693,147.22
1761123726999971242,151.47
1761123727169333377,163.89
1761123727312263377,137.28
1761123727470992009,146.81
1761123727666618464,187.17
1761123727864613355,191.25
1761123728131919055,255.45
1761123728343829125,204.93
1761123728573714186,219.72
1761123728743152940,162.70
1761123728906488473,156.96
1761123729055886522,140.92
1761123729197621439,135.25
1761123729375575073,168.89
1761123729551217288,168.77
1761123729733108549,171.84
1761123729892754821,152.79
1761123730045508574,146.97
1761123730185666981,135.88
1761123730326064811,135.97
1761123730470950077,140.84
1761123730651253251,176.31
1761123730888831028,227.88
1761123731052570306,158.09
1761123731222021926,165.22
1761123731385841087,157.98
1761123731545117483,155.14
1761123731718411278,159.78
1761123731883950246,159.01
1761123732047193639,157.69
1761123732229444035,174.86
1761123732410918883,174.98
1761123732572859986,154.84
1761123732761476990,180.64
1761123732983363960,216.25
1761123733143512077,153.64
1761123733275574376,125.75
1761123733427682849,146.67
1761123733632712404,195.37
1761123733817587166,175.56
1761123734028003887,198.26
1761123734214153906,178.72
1761123734369808032,151.66
1761123734511634658,135.94
1761123734666229378,148.80
1761123734876054661,203.40
1761123735058779746,175.68
1761123735242318084,171.53
1761123735412874803,162.96
1761123735576509391,152.72
1761123735751701569,168.55
1761123736014480963,254.03
1761123736229178492,198.03
1761123736382490744,147.25
1761123736592429267,204.09
1761123736828365911,228.40
1761123737056001336,215.64
1761123737286591090,223.02
1761123737491556517,196.01
1761123737657089588,158.10
1761123737825293958,160.81
1761123737990119189,157.49
1761123738173424435,178.91
1761123738356186534,177.45
1761123738519531642,157.41
1761123738678656381,151.52
1761123738845266509,157.04
1761123739044341360,189.48
1761123739207198459,156.06
1761123739345377891,131.96
1761123739500653825,150.72
1761123739676159312,169.96
1761123739874712296,192.47
1761123740098761905,216.41
1761123740334192908,221.75
1761123740521943544,178.01
1761123740698204869,164.22
1761123740874756178,167.09
1761123741024420715,144.29
1761123741178500588,149.86
1761123741349646319,165.60
1761123741536922032,182.79
1761123741706822232,162.82
1761123741878070673,165.23
1761123742046515095,159.79
1761123742215240597,162.97
1761123742404426528,180.48
1761123742573284739,163.26
1761123742733091759,155.88
1761123742902307022,164.56
1761123743085353399,175.55
1761123743275814561,183.84
1761123743452715681,169.37
1761123743620554054,161.96
1761123743815651426,188.17
1761123744001034703,177.28
1761123744198326975,183.18
1761123744383312322,176.40
1761123744559686606,170.37
1761123744728468449,162.48
1761123744900605322,162.46
1761123745103993596,198.56
1761123745307640650,194.09
1761123745531927434,214.16
1761123745701216491,163.68
1761123745975509194,266.13
1761123746316450078,327.74
1761123746559337559,234.56
1761123746787504743,217.24
1761123747037350357,243.26
1761123747222559507,177.68
1761123747403282591,173.07
1761123747586720638,177.92
1761123747751642151,158.76
1761123747942990337,183.24
1761123748108268779,159.09
1761123748273822647,158.36
1761123748510113205,229.50
1761123748717621441,199.63
1761123748965563399,230.17
1761123749177125240,197.28
1761123749318099535,134.66
1761123749480820569,156.77
1761123749666536328,174.61
1761123749853898682,181.07
1761123750038382791,173.48
1761123750221568445,176.22
1761123750415937401,186.31
1761123750578342237,154.07
1761123750727988867,141.78
1761123750910617384,173.32
1761123751091024570,173.68
1761123751269857992,168.66
1761123751481079903,204.67
1761123751751146963,260.79
1761123751965829134,206.12
1761123752170338209,193.24
1761123752328958132,154.30
1761123752497792893,158.51
1761123752659398735,154.82
1761123752827181516,159.97
1761123753011607917,171.91
1761123753180404109,157.54
1761123753346863470,158.65
1761123753492464367,138.50
1761123753646660885,148.82
1761123753800469508,148.94
1761123753981030362,174.16
1761123754156927646,167.35
1761123754312663789,147.82
1761123754475224495,153.48
1761123754647033910,164.05
1761123754883024355,229.70
1761123755083198270,195.47
1761123755245745626,158.35
1761123755443766661,192.91
1761123755613947296,163.24
1761123755805412298,183.53
1761123755991351544,178.33
1761123756159289805,160.44
1761123756329559528,163.97
1761123756493252723,157.20
1761123756670900956,162.70
1761123756853837483,173.57
1761123757020217961,157.84
1761123757244678621,216.45
1761123757446170778,194.27
1761123757670578254,208.46
1761123757852059996,175.63
1761123758040314777,182.80
1761123758214997928,168.52
1761123758383771891,163.62
1761123758548007501,154.96
1761123758716714669,162.12
1761123758885415693,163.14
1761123759057221696,165.07
1761123759230505643,165.91
1761123759398399471,164.23
1761123759567837364,163.83
1761123759755551774,181.78
1761123759954943242,192.12
1761123760160515821,199.87
1761123760519370565,342.55
1761123760851130780,320.51
1761123761171371057,304.47
1761123761336796092,153.08
1761123761479145389,137.92
1761123761633843638,149.62
1761123761805760234,165.23
1761123761980630177,168.28
1761123762160552866,174.23
1761123762339686716,170.20
1761123762483711716,138.19
1761123762637387090,147.65
1761123762800545592,155.90
1761123762968990630,158.29
1761123763190066821,210.52
1761123763398237569,195.45
1761123763617471154,206.24
1761123763852497351,225.11
1761123764075050784,213.90
1761123764258492201,175.54
1761123764450963359,182.72
1761123764626741180,168.78
1761123764792366059,156.77
1761123764958901093,156.49
1761123765153656564,187.24
1761123765337822574,177.24
1761123765511158828,167.27
1761123765674340484,157.14
1761123765840835008,161.47
1761123766121819716,271.26
1761123766530260337,395.26
1761123766837277325,297.69
1761123766990713024,148.62
1761123767184278210,180.45
1761123767394464125,204.35
1761123767564738860,164.14
1761123767753968370,180.95
1761123767962400888,199.87
1761123768128546188,160.96
1761123768283679705,151.13
1761123768431883089,143.59
1761123768615613208,172.36
1761123768781554608,158.69
1761123768972563546,180.54
1761123769158051020,178.71
1761123769367222208,204.31
1761123769547207411,176.13
1761123769734163766,182.11
1761123769897077475,156.74
1761123770060486310,156.91
1761123770211352971,143.83
1761123770380661194,163.27
1761123770540476951,153.82
1761123770686872147,140.81
1761123770828107659,137.32
1761123770975960504,142.37
1761123771144218139,163.57
1761123771307313948,153.77
1761123771491545201,176.46
1761123771637694262,139.63
1761123771847032175,202.55
1761123772115215551,255.83
1761123772333816498,208.03
1761123772523952822,182.97
1761123772738420494,198.22
1761123772914475452,167.77
1761123773090790886,168.71
1761123773278891839,182.21
1761123773440648006,154.93
1761123773593542213,147.16
1761123773775918320,176.81
1761123773970650422,186.95
1761123774146328322,169.84
1761123774320585802,163.69
1761123774482900757,154.71
1761123774655603387,166.52
1761123774836780972,174.90
1761123775068320466,221.25
1761123775296878786,220.97
1761123775529374330,219.80
1761123775717785402,181.81
1761123775895318257,170.25
1761123776130678042,224.87
1761123776314670219,174.38
1761123776507316828,186.67
1761123776691188192,178.89
1761123776885930475,188.34
1761123777043103801,149.95
1761123777194966968,144.29
1761123777370551328,167.05
1761123777539514700,159.27
1761123777718572470,172.58
1761123777937466185,213.33
1761123778170740288,227.10
1761123778382475081,202.38
1761123778597834294,208.05
1761123778757704903,151.42
1761123778985612663,222.03
1761123779173943385,177.96
1761123779338155167,159.64
1761123779517411671,174.07
1761123779701329541,175.55
1761123779875215477,165.19
1761123780089816957,205.61
1761123780273379417,173.38
1761123780445256121,166.44
1761123780672146358,218.70
1761123780916475671,232.85
1761123781120391949,194.33
1761123781290464249,165.04
1761123781458027816,161.15
1761123781624483126,161.02
1761123781799205010,169.97
1761123781974947284,170.05
1761123782156622253,173.28
1761123782321319857,158.33
1761123782484062195,155.99
1761123782654520646,162.91
1761123782823856689,161.68
1761123782991288036,162.37
1761123783170840878,169.22
1761123783335340676,157.49
1761123783494327496,153.71
1761123783714782364,210.68
1761123783922329615,199.62
1761123784181315034,249.05
1761123784381629139,192.12
1761123784531704568,145.90
1761123784688773233,152.44
1761123784844677326,151.23
1761123785009999640,159.90
1761123785182459099,166.34
1761123785355275831,168.03
1761123785539878812,179.13
1761123785716416639,170.72
1761123785895508022,171.44
1761123786039903826,136.62
1761123786192954908,146.57
1761123786358237911,160.10
1761123786549517288,183.99
1761123786765182667,204.93
1761123786952528565,179.32
1761123787124183264,159.63
1761123787310011437,178.67
1761123787463783315,148.30
1761123787609271728,140.96
1761123787753990104,139.91
1761123787939509828,180.27
1761123788118690109,170.97
1761123788303200403,174.63
1761123788502123923,190.56
1761123788690193086,182.18
1761123788868746127,168.72
1761123789046906243,171.50
1761123789225773800,169.69
1761123789416172552,183.50
1761123789643004627,218.93
1761123789914820544,266.39
1761123790101750667,171.60
1761123790291516081,184.89
1761123790460797817,161.23
1761123790662984524,190.12
1761123790887935740,209.31
1761123791064721211,170.48
1761123791220841009,150.54
1761123791368854270,140.73
1761123791540774217,164.16
1761123791713173222,167.22
1761123791862466414,144.07
1761123792024762020,157.13
1761123792190120717,159.30
1761123792397479154,201.24
1761123792614407113,205.58
1761123792844251127,218.75
1761123793027229843,177.45
1761123793231713443,198.25
1761123793419199301,181.05
1761123793573616480,146.91
1761123793728629679,148.84
1761123793875402777,141.89
1761123794024021492,143.62
1761123794195579146,166.66
1761123794360027091,156.88
1761123794523013532,155.78
1761123794702462300,173.30
1761123794874650975,166.31
1761123795036879536,156.94
1761123795199176635,155.62
1761123795402435119,195.14
1761123795590454981,182.88
1761123795797497980,198.37
1761123796020754166,210.40
1761123796242625413,207.03
1761123796425370514,176.05
1761123796608088233,175.79
1761123796795806941,181.67
1761123796979968602,175.89
1761123797155695562,170.91
1761123797309322204,146.29
1761123797460851031,147.14
1761123797606600003,140.17
1761123797750820915,139.70
1761123797900222894,143.65
1761123798076942495,165.80
1761123798285511249,197.99
1761123798486728436,194.07
1761123798709698539,212.82
1761123798867365302,151.82
1761123799062361642,189.01
1761123799213742813,142.92
1761123799450065621,160.24
1761123799597159272,141.60
1761123799777189989,171.67
1761123799968264296,179.11
1761123800157339768,180.89
1761123800351703129,187.28
1761123800574720252,209.58
1761123800788300300,203.70
1761123800962610683,167.40
1761123801167409413,194.42
1761123801377908956,198.84
1761123801571808037,188.27
1761123801749704344,172.19
1761123801954662227,197.90
1761123802125211399,165.64
1761123802395240127,258.77
1761123802589672604,185.81
1761123802738518973,142.58
1761123802897860949,154.72
1761123803053478841,147.38
1761123803214854722,156.56
1761123803396690961,176.31
1761123803587667959,181.03
1761123803741071686,144.63
1761123803900186495,153.11
1761123804110197607,203.61
1761123804300320482,184.16
1761123804466745080,161.50
1761123804645933112,172.63
1761123804881928276,226.62
1761123805094781295,202.44
1761123805266396442,164.38
1761123805435072079,161.43
1761123805607383723,166.17
1761123805782371694,164.48
1761123805995212454,206.75
1761123806184522929,184.92
1761123806341212871,152.12
1761123806510759529,162.54
1761123806692527275,176.40
1761123806886599734,188.64
1761123807080910434,186.35
1761123807307855033,216.52
1761123807489924600,175.73
1761123807694148560,198.14
1761123807967459857,269.50
1761123808200336483,218.12
1761123808398448786,190.96
1761123808594534955,187.94
1761123808760335462,160.02
1761123808905286412,138.10
1761123809072554373,158.76
1761123809239493858,160.27
1761123809463915870,213.36
1761123809640009700,169.77
1761123809806557583,159.60
1761123809958408988,147.53
1761123810126872220,163.83
1761123810286555401,154.81
1761123810480483264,188.51
1761123810683505013,195.33
1761123810905953726,214.73
1761123811078233584,165.05
1761123811247005503,162.82
1761123811417097455,162.58
1761123811569640631,145.54
1761123811716437084,141.53
1761123811855358099,133.10
1761123811989237789,129.34
1761123812140612268,145.36
1761123812289538815,144.56
1761123812469571057,174.64
1761123812668238168,192.64
1761123812824823704,151.31
1761123813070864496,239.39
1761123813310937138,224.14
1761123813554779929,228.28
1761123813758908841,197.83
1761123813931133791,157.92
1761123814098498741,161.53
1761123814249857618,144.56
1761123814401470482,141.86
1761123814563678000,155.76
1761123814706554110,136.53
1761123814850943163,140.62
1761123814996920690,142.06
1761123815169863277,168.32
1761123815335249411,158.99
1761123815527023477,187.39
1761123815744259766,209.10
1761123816008342045,258.94
1761123816194011638,178.22
1761123816371454734,170.75
1761123816529525703,149.45
1761123816716291171,181.33
1761123816873354655,150.38
1761123817017249235,136.73
1761123817189011556,167.90
1761123817358647214,160.73
1761123817533715180,166.76
1761123817724486398,184.86
1761123817894683248,164.08
1761123818065327183,162.06
1761123818234892527,162.58
1761123818404979330,161.13
1761123818573825475,163.64
1761123818741189466,161.47
1761123818921460097,171.03
1761123819109775482,178.83
1761123819259652129,144.79
1761123819419934069,154.90
1761123819579951637,151.69
1761123819786150710,200.73
1761123819957915326,165.62
1761123820142560464,176.32
1761123820322660817,172.45
1761123820514547936,180.38
1761123820691829830,171.73
1761123820875579076,177.39
1761123821053715364,166.90
1761123821233115311,170.31
1761123821405625275,166.20
1761123821564913271,154.63
1761123821728912562,157.87
1761123821947563132,211.49
1761123822174898375,219.78
1761123822374321881,193.74
1761123822574710713,193.63
1761123822767647341,186.39
1761123822942676102,167.30
1761123823107873823,161.29
1761123823269622957,155.41
1761123823438431569,161.45
1761123823593779929,150.36
1761123823768698522,168.19
1761123823964308985,187.91
1761123824159681486,186.54
1761123824335196512,171.13
1761123824487372307,147.15
1761123824658509005,163.70
1761123824869904546,203.75
1761123825065355969,189.92
1761123825254062867,180.27
1761123825426262768,166.40
1761123825658813781,224.27
1761123825829630252,162.41
1761123825998888859,161.86
1761123826178523968,171.81
1761123826327828440,142.33
1761123826470196968,134.01
1761123826638586121,159.51
1761123826804520810,150.91
1761123826953087934,142.40
1761123827095582096,136.23
1761123827259397728,155.25
1761123827414147017,149.37
1761123827566105076,147.74
1761123827717021851,146.12
1761123827878430514,155.93
1761123828132756987,249.39
1761123828314708757,176.25
1761123828526783903,201.02
1761123828696791615,162.83
1761123828864242054,161.80
1761123829029425608,160.36
1761123829216650504,180.69
1761123829386147665,162.13
1761123829566978684,172.42
1761123829727124333,152.68
1761123829891325164,159.12
1761123830069966221,171.41
1761123830254326179,171.96
1761123830406694872,144.13
1761123830548763453,136.72
1761123830695418779,141.82
1761123830860654088,160.73
1761123831039523134,174.58
1761123831250771875,204.88
1761123831426847579,166.65
1761123831608962148,176.21
1761123831779092934,164.63
1761123831961873688,175.41
1761123832118161717,149.80
1761123832283689138,158.91
1761123832428822488,140.61
1761123832568756241,134.26
1761123832738843788,165.67
1761123832882240555,133.18
1761123833036214865,148.72
1761123833181032078,139.50
1761123833318329833,132.09
1761123833461799662,136.22
1761123833601642052,134.57
1761123833898951061,202.99
1761123834088459001,181.32
1761123834274841581,178.93
1761123834457006238,173.35
1761123834734220824,273.32
1761123835026050532,278.04
1761123835236413253,202.43
1761123835389201638,147.95
1761123835534953670,139.62
1761123835682449580,143.49
1761123835857029156,170.07
1761123836034764093,170.44
1761123836216917544,177.67
1761123836396227834,170.05
1761123836614588412,209.05
1761123836822912955,203.27
1761123836974520091,146.26
1761123837203355079,223.74
1761123837408567313,193.23
1761123837584931276,162.69
1761123837758295743,165.07
1761123837933272551,167.42
1761123838093542585,155.57
1761123838230397408,133.17
1761123838380269656,143.61
1761123838554745572,166.21
1761123838708405199,148.47
1761123838872502820,158.76
1761123839038526520,156.70
1761123839207877178,162.17
1761123839343834560,131.43
1761123839538571189,188.17
1761123839718112087,170.02
1761123839900637476,176.53
1761123840054663195,148.43
1761123840214937388,154.97
1761123840361935201,141.84
1761123840524101047,157.76
1761123840666452595,135.45
1761123840815241861,143.19
1761123840986399701,167.02
1761123841160681579,163.31
1761123841335137549,166.80
1761123841503483848,160.73
1761123841660068379,149.48
1761123841821860269,155.85
1761123841985470063,157.97
1761123842155400361,165.97
1761123842325753398,164.30
1761123842539098898,208.26
1761123842717420048,171.12
1761123842897361568,172.31
1761123843074347112,170.94
1761123843298732397,210.02
1761123843480168498,173.55
1761123843638204547,147.59
1761123843827497109,179.74
1761123844005460331,171.98
1761123844166474215,155.86
1761123844338887779,164.97
1761123844514004161,167.94
1761123844688472548,169.41
1761123844833904581,139.80
1761123844989306294,149.42
1761123845159624059,160.07
1761123845332828802,165.87
1761123845551010379,211.04
1761123845733507249,174.09
1761123845915529730,174.91
1761123846092989965,171.42
1761123846257171078,157.46
1761123846394809335,129.03
1761123846562677545,160.14
1761123846731181882,157.28
1761123846916371627,178.54
1761123847081300202,158.48
1761123847244899283,157.43
1761123847404022652,152.56
1761123847574834120,164.86
1761123847771037252,190.24
1761123847953236613,175.13
1761123848154438511,195.52
1761123848373937118,212.96
1761123848594276533,212.57
1761123848821924757,218.81
1761123849019396018,189.47
1761123849216348391,186.12
1761123849380422204,158.14
1761123849533192012,148.10
1761123849687885454,150.37
1761123849843568924,151.26
1761123850025623942,177.58
1761123850193260553,162.92
1761123850372456428,170.21
1761123850540908963,162.60
1761123850802334566,251.12
1761123850970115112,163.37
1761123851136579701,161.03
1761123851321028291,178.73
1761123851504052729,177.53
1761123851684552409,168.38
1761123851846855684,153.40
1761123852031565815,178.12
1761123852174367041,138.52
1761123852310595290,132.18
1761123852476706934,162.23
1761123852674239199,192.89
1761123852843871540,163.33
1761123853020984318,171.77
1761123853192376363,165.34
1761123853369874777,168.84
1761123853541011800,165.72
1761123853671212743,125.60
1761123853817782877,141.37
1761123853961923302,139.47
1761123854130095491,162.93
1761123854305655267,162.72
1761123854499541162,186.81
1761123854700994701,192.40
1761123854917229410,199.38
1761123855108762638,185.51
1761123855294074626,176.08
1761123855468401445,168.21
1761123855642553702,168.61
1761123855816294757,166.80
1761123855974445164,151.84
1761123856165650725,182.93
1761123856363277021,190.66
1761123856550950976,182.29
1761123856732355212,175.22
1761123856919671908,177.33
1761123857085890130,159.83
1761123857273348440,183.06
1761123857460480193,181.09
1761123857662992121,197.66
1761123857885115624,218.01
1761123858083536154,189.71
1761123858272003392,177.96
1761123858438976158,161.54
1761123858596345550,151.14
1761123858745306666,139.81
1761123858914390299,159.04
1761123859067208158,147.39
1761123859214489737,140.99
1761123859396843851,176.08
1761123859572782857,167.09
1761123859735550245,156.02
1761123859919591619,178.72
