Latency_ms,Sent_Timestamp,Received_Timestamp,Latitude,Longitude
4216.74,1760499062.2722447,1760499066.4889855,37.77492702799645,-122.41986681861387
4215.31,1760499062.5869892,1760499066.8023002,37.77492702799645,-122.41986681861387
4214.23,1760499062.9062703,1760499067.1205041,37.77492702799645,-122.41986681861387
4217.39,1760499335.999335,1760499340.2167282,37.77492702799645,-122.41986681861387
4217.37,1760499336.3169842,1760499340.534356,37.77492702799645,-122.41986681861387
4218.66,1760499336.6340442,1760499340.852707,37.77492702799645,-122.41986681861387
4217.04,1760499336.9512804,1760499341.168319,37.77492702799645,-122.41986681861387
4218.26,1760499337.2786794,1760499341.4969375,37.77492702799645,-122.41986681861387
4218.51,1760499337.5950155,1760499341.8135278,37.77492702799645,-122.41986681861387
4220.07,1760499337.9159174,1760499342.1359906,37.77492702799645,-122.41986681861387
4217.94,1760499338.2337754,1760499342.4517136,37.77492702799645,-122.41986681861387
4217.36,1760499338.553694,1760499342.771057,37.77492702799645,-122.41986681861387
4217.19,1760499338.8714926,1760499343.0886805,37.77492702799645,-122.41986681861387
4218.48,1760499339.189068,1760499343.4075441,37.77492702799645,-122.41986681861387
4217.12,1760499339.516094,1760499343.7332187,37.77492702799645,-122.41986681861387
4216.88,1760499339.8410826,1760499344.0579586,37.77492702799645,-122.41986681861387
4217.63,1760499340.1614895,1760499344.3791163,37.77492702799645,-122.41986681861387
4217.76,1760499340.4858441,1760499344.7036035,37.77492702799645,-122.41986681861387
4217.58,1760499372.1525002,1760499376.370076,37.77492702799645,-122.41986681861387
4217.98,1760499372.4643877,1760499376.6823692,37.77492702799645,-122.41986681861387
4217.95,1760499372.7870862,1760499377.005033,37.77492702799645,-122.41986681861387
4218.18,1760499373.424975,1760499377.6431518,37.77492702799645,-122.41986681861387
4219.12,1760499373.7445662,1760499377.9636858,37.77492702799645,-122.41986681861387
4220.45,1760499374.374836,1760499378.5952902,37.77492702799645,-122.41986681861387
4217.33,1760499374.69546,1760499378.9127893,37.77492702799645,-122.41986681861387
